FundraisedAmount,Main_ID,Description,EventYear
"4,348.55",11516-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,755",11586-A,"Wellesley to Bourne (1-Day, Sat)",2022
0,11586-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,225",73612-5,"Wellesley to Bourne (1-Day, Sat)",2022
"12,314.09",77766-3,"Wellesley to Bourne (1-Day, Sat)",2022
"4,050",77824-8,"Wellesley to Bourne (1-Day, Sat)",2022
0,77824-8,"Wellesley to Bourne (1-Day, Sat)",2022
"10,636",38419-5,"Wellesley to Bourne (1-Day, Sat)",2022
"8,622.9",38436-0,"Wellesley to Bourne (1-Day, Sat)",2022
600,38512-3,"Wellesley to Bourne (1-Day, Sat)",2022
"4,360",38689-2,"Wellesley to Bourne (1-Day, Sat)",2022
"5,170",62226-8,"Wellesley to Bourne (1-Day, Sat)",2022
120,62561-8,"Wellesley to Bourne (1-Day, Sat)",2022
"10,941.55",74830-4,"Wellesley to Bourne (1-Day, Sat)",2022
"4,985",79170-4,"Wellesley to Bourne (1-Day, Sat)",2022
"6,220",97211-2,"Wellesley to Bourne (1-Day, Sat)",2022
600,97211-2,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",97746-3,"Wellesley to Bourne (1-Day, Sat)",2022
"4,670.08",12380-A,"Wellesley to Bourne (1-Day, Sat)",2022
"5,617.76",12463-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",12536-A,"Wellesley to Bourne (1-Day, Sat)",2022
"5,000",12586-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,825",12605-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,075",12677-A,"Wellesley to Bourne (1-Day, Sat)",2022
"9,811",12785-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",11948-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,443.25",12201-A,"Wellesley to Bourne (1-Day, Sat)",2022
"11,338",33994-6,"Wellesley to Bourne (1-Day, Sat)",2022
"9,741.18",50893-9,"Wellesley to Bourne (1-Day, Sat)",2022
"4,765",68794-4,"Wellesley to Bourne (1-Day, Sat)",2022
"5,239.3",69216-2,"Wellesley to Bourne (1-Day, Sat)",2022
"7,120",97155-3,"Wellesley to Bourne (1-Day, Sat)",2022
"4,200",97542-3,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",97673-6,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",97784-5,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",69798-9,"Wellesley to Bourne (1-Day, Sat)",2022
600,69798-9,"Wellesley to Bourne (1-Day, Sat)",2022
"5,125",77519-9,"Wellesley to Bourne (1-Day, Sat)",2022
"4,245",82810-1,"Wellesley to Bourne (1-Day, Sat)",2022
"9,790.8",82874-5,"Wellesley to Bourne (1-Day, Sat)",2022
"27,082",02307-4,"Wellesley to Bourne (1-Day, Sat)",2022
"8,535.06",11555-A,"Wellesley to Bourne (1-Day, Sat)",2022
"5,836",11720-A,"Wellesley to Bourne (1-Day, Sat)",2022
"9,550",11755-A,"Wellesley to Bourne (1-Day, Sat)",2022
"9,500",11926-A,"Wellesley to Bourne (1-Day, Sat)",2022
"39,278.5",14457-1,"Wellesley to Bourne (1-Day, Sat)",2022
"7,785",19146-9,"Wellesley to Bourne (1-Day, Sat)",2022
"12,478.1",51842-4,"Wellesley to Bourne (1-Day, Sat)",2022
"8,000",21513-8,"Wellesley to Bourne (1-Day, Sat)",2022
"4,625",61004-7,"Wellesley to Bourne (1-Day, Sat)",2022
"5,205",66839-0,"Wellesley to Bourne (1-Day, Sat)",2022
"7,020",66894-7,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",72464-5,"Wellesley to Bourne (1-Day, Sat)",2022
600,72464-5,"Wellesley to Bourne (1-Day, Sat)",2022
"11,160.29",76031-1,"Wellesley to Bourne (1-Day, Sat)",2022
"5,220",80200-4,"Wellesley to Bourne (1-Day, Sat)",2022
"6,417.75",93439-6,"Wellesley to Bourne (1-Day, Sat)",2022
"4,713.76",93487-5,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",93579-3,"Wellesley to Bourne (1-Day, Sat)",2022
"10,632.2",93757-1,"Wellesley to Bourne (1-Day, Sat)",2022
"9,060",93948-5,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",94076-2,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",94318-3,"Wellesley to Bourne (1-Day, Sat)",2022
"14,005",33914-0,"Wellesley to Bourne (1-Day, Sat)",2022
"14,943",33970-0,"Wellesley to Bourne (1-Day, Sat)",2022
"11,120",50043-2,"Wellesley to Bourne (1-Day, Sat)",2022
"33,260",56786-0,"Wellesley to Bourne (1-Day, Sat)",2022
"5,725",57076-3,"Wellesley to Bourne (1-Day, Sat)",2022
"5,700",57077-6,"Wellesley to Bourne (1-Day, Sat)",2022
"5,610",60376-6,"Wellesley to Bourne (1-Day, Sat)",2022
"4,270",66617-2,"Wellesley to Bourne (1-Day, Sat)",2022
"8,665",80225-3,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",86753-1,"Wellesley to Bourne (1-Day, Sat)",2022
"9,700",93451-6,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000.25",93875-8,"Wellesley to Bourne (1-Day, Sat)",2022
"4,060",93976-0,"Wellesley to Bourne (1-Day, Sat)",2022
"9,576.16",93990-6,"Wellesley to Bourne (1-Day, Sat)",2022
"5,645",94006-3,"Wellesley to Bourne (1-Day, Sat)",2022
"2,305",13340-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",29575-0,"Wellesley to Bourne (1-Day, Sat)",2022
"11,678",37218-1,"Wellesley to Bourne (1-Day, Sat)",2022
"20,657.57",74613-1,"Wellesley to Bourne (1-Day, Sat)",2022
"4,350",98659-3,"Wellesley to Bourne (1-Day, Sat)",2022
"11,020",98934-1,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",12036-A,"Wellesley to Bourne (1-Day, Sat)",2022
"6,060",12228-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,026",37021-9,"Wellesley to Bourne (1-Day, Sat)",2022
"6,292",48527-2,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",48531-1,"Wellesley to Bourne (1-Day, Sat)",2022
"17,045",48566-7,"Wellesley to Bourne (1-Day, Sat)",2022
"4,122.5",51084-6,"Wellesley to Bourne (1-Day, Sat)",2022
"4,550.3",55063-1,"Wellesley to Bourne (1-Day, Sat)",2022
"5,922",70014-8,"Wellesley to Bourne (1-Day, Sat)",2022
"6,155",70234-0,"Wellesley to Bourne (1-Day, Sat)",2022
"9,620",70320-0,"Wellesley to Bourne (1-Day, Sat)",2022
"18,144",77347-6,"Wellesley to Bourne (1-Day, Sat)",2022
"4,051.25",82651-4,"Wellesley to Bourne (1-Day, Sat)",2022
"4,606.67",82728-3,"Wellesley to Bourne (1-Day, Sat)",2022
"5,247.05",82927-8,"Wellesley to Bourne (1-Day, Sat)",2022
"4,025",87780-6,"Wellesley to Bourne (1-Day, Sat)",2022
"6,187.39",96260-1,"Wellesley to Bourne (1-Day, Sat)",2022
"4,402.55",00480-2,"Wellesley to Bourne (1-Day, Sat)",2022
"4,200",12869-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,995",12889-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,500",13151-3,"Wellesley to Bourne (1-Day, Sat)",2022
"12,485.5",13251-A,"Wellesley to Bourne (1-Day, Sat)",2022
"380,628.55",29664-9,"Wellesley to Bourne (1-Day, Sat)",2022
"71,058.19",37321-6,"Wellesley to Bourne (1-Day, Sat)",2022
"4,525",37550-2,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",49257-9,"Wellesley to Bourne (1-Day, Sat)",2022
"4,865",73650-7,"Wellesley to Bourne (1-Day, Sat)",2022
"7,380",93150-6,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",93390-2,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",12978-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,500",13279-A,"Wellesley to Bourne (1-Day, Sat)",2022
"5,188.4",33285-9,"Wellesley to Bourne (1-Day, Sat)",2022
"4,670",37322-9,"Wellesley to Bourne (1-Day, Sat)",2022
"16,363.13",57664-4,"Wellesley to Bourne (1-Day, Sat)",2022
"5,890",61633-9,"Wellesley to Bourne (1-Day, Sat)",2022
"21,325",82993-5,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",56760-8,"Wellesley to Bourne (1-Day, Sat)",2022
"10,000",66494-1,"Wellesley to Bourne (1-Day, Sat)",2022
"6,345",72188-4,"Wellesley to Bourne (1-Day, Sat)",2022
"11,890",72438-6,"Wellesley to Bourne (1-Day, Sat)",2022
"6,065",80281-3,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",86449-5,"Wellesley to Bourne (1-Day, Sat)",2022
"5,800",93424-4,"Wellesley to Bourne (1-Day, Sat)",2022
"6,435",93686-0,"Wellesley to Bourne (1-Day, Sat)",2022
"10,846",93705-0,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",93788-5,"Wellesley to Bourne (1-Day, Sat)",2022
"4,910",93904-5,"Wellesley to Bourne (1-Day, Sat)",2022
"7,117",54497-7,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",58165-5,"Wellesley to Bourne (1-Day, Sat)",2022
"11,520",62512-6,"Wellesley to Bourne (1-Day, Sat)",2022
"4,150",62550-8,"Wellesley to Bourne (1-Day, Sat)",2022
"4,048.55",74718-5,"Wellesley to Bourne (1-Day, Sat)",2022
"9,500",84260-8,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",97200-2,"Wellesley to Bourne (1-Day, Sat)",2022
"4,346.28",97347-0,"Wellesley to Bourne (1-Day, Sat)",2022
"4,065",97402-6,"Wellesley to Bourne (1-Day, Sat)",2022
"11,200",97439-8,"Wellesley to Bourne (1-Day, Sat)",2022
"10,371",97543-6,"Wellesley to Bourne (1-Day, Sat)",2022
"4,140",97582-1,"Wellesley to Bourne (1-Day, Sat)",2022
"4,120",97610-5,"Wellesley to Bourne (1-Day, Sat)",2022
"4,050",97687-5,"Wellesley to Bourne (1-Day, Sat)",2022
"6,078.8",97752-8,"Wellesley to Bourne (1-Day, Sat)",2022
"123,611",88516-0,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",98643-8,"Wellesley to Bourne (1-Day, Sat)",2022
"37,761.05",34313-6,"Wellesley to Bourne (1-Day, Sat)",2022
"5,105.25",38169-3,"Wellesley to Bourne (1-Day, Sat)",2022
"7,326",38561-5,"Wellesley to Bourne (1-Day, Sat)",2022
"11,045",50663-0,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",62250-1,"Wellesley to Bourne (1-Day, Sat)",2022
"7,057",62463-5,"Wellesley to Bourne (1-Day, Sat)",2022
"9,622.1",74643-2,"Wellesley to Bourne (1-Day, Sat)",2022
"10,100",74886-7,"Wellesley to Bourne (1-Day, Sat)",2022
"4,025",79493-4,"Wellesley to Bourne (1-Day, Sat)",2022
"5,205",67790-9,"Wellesley to Bourne (1-Day, Sat)",2022
"10,250.84",83304-4,"Wellesley to Bourne (1-Day, Sat)",2022
"7,160",83311-2,"Wellesley to Bourne (1-Day, Sat)",2022
"6,639.28",98641-2,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",98901-1,"Wellesley to Bourne (1-Day, Sat)",2022
"23,070",05512-3,"Wellesley to Bourne (1-Day, Sat)",2022
"18,893.12",05570-9,"Wellesley to Bourne (1-Day, Sat)",2022
"10,392.33",12066-3,"Wellesley to Bourne (1-Day, Sat)",2022
"17,368",29158-9,"Wellesley to Bourne (1-Day, Sat)",2022
"6,403.58",34367-3,"Wellesley to Bourne (1-Day, Sat)",2022
"11,001",38611-9,"Wellesley to Bourne (1-Day, Sat)",2022
"17,810",38613-5,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",38674-0,"Wellesley to Bourne (1-Day, Sat)",2022
"7,824.1",38683-4,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",12472-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,340",12510-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,346",12543-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,200",12676-A,"Wellesley to Bourne (1-Day, Sat)",2022
"9,550.22",21510-9,"Wellesley to Bourne (1-Day, Sat)",2022
"13,755",26084-0,"Wellesley to Bourne (1-Day, Sat)",2022
"5,790",56870-4,"Wellesley to Bourne (1-Day, Sat)",2022
"6,015",57006-4,"Wellesley to Bourne (1-Day, Sat)",2022
"41,727.95",57056-9,"Wellesley to Bourne (1-Day, Sat)",2022
"4,097.1",66445-9,"Wellesley to Bourne (1-Day, Sat)",2022
"6,387",66790-6,"Wellesley to Bourne (1-Day, Sat)",2022
"5,928.36",66886-6,"Wellesley to Bourne (1-Day, Sat)",2022
"4,246",67030-4,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",76214-4,"Wellesley to Bourne (1-Day, Sat)",2022
"6,240",86451-8,"Wellesley to Bourne (1-Day, Sat)",2022
"5,100",86471-2,"Wellesley to Bourne (1-Day, Sat)",2022
"9,700",86527-4,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",86715-9,"Wellesley to Bourne (1-Day, Sat)",2022
"9,500",93452-9,"Wellesley to Bourne (1-Day, Sat)",2022
"9,189",94062-3,"Wellesley to Bourne (1-Day, Sat)",2022
"5,522",88933-1,"Wellesley to Bourne (1-Day, Sat)",2022
"4,010",97154-0,"Wellesley to Bourne (1-Day, Sat)",2022
"4,073",97208-6,"Wellesley to Bourne (1-Day, Sat)",2022
"5,984.55",97413-6,"Wellesley to Bourne (1-Day, Sat)",2022
"9,500.5",97795-5,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000.44",97851-4,"Wellesley to Bourne (1-Day, Sat)",2022
"4,250",12555-A,"Wellesley to Bourne (1-Day, Sat)",2022
"7,731",12587-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,105.2",52871-5,"Wellesley to Bourne (1-Day, Sat)",2022
"9,500",60995-1,"Wellesley to Bourne (1-Day, Sat)",2022
"5,291.77",66907-2,"Wellesley to Bourne (1-Day, Sat)",2022
"11,117.75",94322-2,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",62305-0,"Wellesley to Bourne (1-Day, Sat)",2022
"22,113.53",74628-3,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",83863-8,"Wellesley to Bourne (1-Day, Sat)",2022
"7,307.78",84076-5,"Wellesley to Bourne (1-Day, Sat)",2022
"25,140",84103-6,"Wellesley to Bourne (1-Day, Sat)",2022
"69,307.6",88667-7,"Wellesley to Bourne (1-Day, Sat)",2022
"5,145",97141-4,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",97158-2,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",97185-4,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",97190-6,"Wellesley to Bourne (1-Day, Sat)",2022
"5,324",97212-5,"Wellesley to Bourne (1-Day, Sat)",2022
"5,725",97381-0,"Wellesley to Bourne (1-Day, Sat)",2022
"9,500",97612-1,"Wellesley to Bourne (1-Day, Sat)",2022
"7,710.65",97681-7,"Wellesley to Bourne (1-Day, Sat)",2022
"11,184",02773-7,"Wellesley to Bourne (1-Day, Sat)",2022
"5,544.53",12705-A,"Wellesley to Bourne (1-Day, Sat)",2022
"16,500",21515-4,"Wellesley to Bourne (1-Day, Sat)",2022
"9,747.75",30532-3,"Wellesley to Bourne (1-Day, Sat)",2022
"4,450",57064-0,"Wellesley to Bourne (1-Day, Sat)",2022
"15,015",86713-3,"Wellesley to Bourne (1-Day, Sat)",2022
"4,019",93640-4,"Wellesley to Bourne (1-Day, Sat)",2022
"5,949.13",93938-8,"Wellesley to Bourne (1-Day, Sat)",2022
"4,051",94299-3,"Wellesley to Bourne (1-Day, Sat)",2022
"23,185",66724-9,"Wellesley to Bourne (1-Day, Sat)",2022
"6,725",76429-4,"Wellesley to Bourne (1-Day, Sat)",2022
"44,764",80482-4,"Wellesley to Bourne (1-Day, Sat)",2022
"4,920",86393-3,"Wellesley to Bourne (1-Day, Sat)",2022
"4,230",86575-3,"Wellesley to Bourne (1-Day, Sat)",2022
"10,635",93939-1,"Wellesley to Bourne (1-Day, Sat)",2022
"5,959",94009-2,"Wellesley to Bourne (1-Day, Sat)",2022
"5,758.2",33119-3,"Wellesley to Bourne (1-Day, Sat)",2022
"7,078.55",41339-6,"Wellesley to Bourne (1-Day, Sat)",2022
"6,350",48447-7,"Wellesley to Bourne (1-Day, Sat)",2022
"5,200",54888-9,"Wellesley to Bourne (1-Day, Sat)",2022
"12,193.41",54969-7,"Wellesley to Bourne (1-Day, Sat)",2022
"23,574.7",58958-9,"Wellesley to Bourne (1-Day, Sat)",2022
0,58958-9,"Wellesley to Bourne (1-Day, Sat)",2022
"4,250",63153-4,"Wellesley to Bourne (1-Day, Sat)",2022
"10,070",63412-0,"Wellesley to Bourne (1-Day, Sat)",2022
600,63412-0,"Wellesley to Bourne (1-Day, Sat)",2022
"6,728.78",77486-0,"Wellesley to Bourne (1-Day, Sat)",2022
"5,030",95859-2,"Wellesley to Bourne (1-Day, Sat)",2022
"6,838.63",96164-4,"Wellesley to Bourne (1-Day, Sat)",2022
"4,582.39",96337-0,"Wellesley to Bourne (1-Day, Sat)",2022
"4,750",06927-4,"Wellesley to Bourne (1-Day, Sat)",2022
"4,817.1",11528-A,"Wellesley to Bourne (1-Day, Sat)",2022
"8,305",11564-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,605",11938-A,"Wellesley to Bourne (1-Day, Sat)",2022
"9,550",18830-4,"Wellesley to Bourne (1-Day, Sat)",2022
"20,032.92",51884-8,"Wellesley to Bourne (1-Day, Sat)",2022
"61,791",51899-0,"Wellesley to Bourne (1-Day, Sat)",2022
"7,310",59679-2,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000.72",65002-3,"Wellesley to Bourne (1-Day, Sat)",2022
"8,009",65784-8,"Wellesley to Bourne (1-Day, Sat)",2022
"4,760",65811-9,"Wellesley to Bourne (1-Day, Sat)",2022
"26,125",73709-8,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",73937-1,"Wellesley to Bourne (1-Day, Sat)",2022
"15,004",77664-8,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",77761-8,"Wellesley to Bourne (1-Day, Sat)",2022
"4,087",81625-2,"Wellesley to Bourne (1-Day, Sat)",2022
"4,210",81883-6,"Wellesley to Bourne (1-Day, Sat)",2022
"4,557.6",92333-6,"Wellesley to Bourne (1-Day, Sat)",2022
"12,424.2",93324-5,"Wellesley to Bourne (1-Day, Sat)",2022
"8,849.75",37213-6,"Wellesley to Bourne (1-Day, Sat)",2022
"11,166.72",37409-5,"Wellesley to Bourne (1-Day, Sat)",2022
"6,400",37466-8,"Wellesley to Bourne (1-Day, Sat)",2022
"7,841.01",49319-6,"Wellesley to Bourne (1-Day, Sat)",2022
"5,930",53788-7,"Wellesley to Bourne (1-Day, Sat)",2022
"47,523",62025-7,"Wellesley to Bourne (1-Day, Sat)",2022
"15,969.28",62096-9,"Wellesley to Bourne (1-Day, Sat)",2022
"4,860",38179-0,"Wellesley to Bourne (1-Day, Sat)",2022
"5,416.28",42844-6,"Wellesley to Bourne (1-Day, Sat)",2022
"6,652.5",54366-4,"Wellesley to Bourne (1-Day, Sat)",2022
"15,590",58048-1,"Wellesley to Bourne (1-Day, Sat)",2022
"2,500",58048-1,"Wellesley to Bourne (1-Day, Sat)",2022
"5,889.13",62330-6,"Wellesley to Bourne (1-Day, Sat)",2022
"4,410",62531-7,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",68954-4,"Wellesley to Bourne (1-Day, Sat)",2022
"4,050",68972-2,"Wellesley to Bourne (1-Day, Sat)",2022
"4,050",69608-7,"Wellesley to Bourne (1-Day, Sat)",2022
"33,575",84101-0,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",84162-5,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",97151-1,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",97171-5,"Wellesley to Bourne (1-Day, Sat)",2022
"5,230",97172-8,"Wellesley to Bourne (1-Day, Sat)",2022
"5,002",97205-7,"Wellesley to Bourne (1-Day, Sat)",2022
"4,002.72",97250-7,"Wellesley to Bourne (1-Day, Sat)",2022
"4,550",97259-4,"Wellesley to Bourne (1-Day, Sat)",2022
"3,721.5",97374-2,"Wellesley to Bourne (1-Day, Sat)",2022
"10,025",97420-4,"Wellesley to Bourne (1-Day, Sat)",2022
"4,050",97559-1,"Wellesley to Bourne (1-Day, Sat)",2022
"9,677.75",97654-5,"Wellesley to Bourne (1-Day, Sat)",2022
"6,325.12",97708-1,"Wellesley to Bourne (1-Day, Sat)",2022
"9,550",00257-4,"Wellesley to Bourne (1-Day, Sat)",2022
"4,136",12423-A,"Wellesley to Bourne (1-Day, Sat)",2022
"5,942",12437-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",12578-A,"Wellesley to Bourne (1-Day, Sat)",2022
"17,670",12688-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",12802-A,"Wellesley to Bourne (1-Day, Sat)",2022
"5,305",49623-2,"Wellesley to Bourne (1-Day, Sat)",2022
"3,000",49623-2,"Wellesley to Bourne (1-Day, Sat)",2022
"7,000",56742-0,"Wellesley to Bourne (1-Day, Sat)",2022
"1,500",56742-0,"Wellesley to Bourne (1-Day, Sat)",2022
"9,907.74",56863-6,"Wellesley to Bourne (1-Day, Sat)",2022
"4,990.77",56873-3,"Wellesley to Bourne (1-Day, Sat)",2022
"7,986",60933-3,"Wellesley to Bourne (1-Day, Sat)",2022
"12,331.55",60970-2,"Wellesley to Bourne (1-Day, Sat)",2022
"5,000",72289-6,"Wellesley to Bourne (1-Day, Sat)",2022
"11,880",93744-5,"Wellesley to Bourne (1-Day, Sat)",2022
"4,160.01",94117-2,"Wellesley to Bourne (1-Day, Sat)",2022
"6,000",13775-A,Wellesley to Bourne + Wellesley Century (2-Day),2022
"6,120",10837-A,Wellesley to Bourne + Wellesley Century (2-Day),2022
"7,219",11775-7,Wellesley to Bourne + Wellesley Century (2-Day),2022
"6,000",11881-A,Wellesley to Bourne + Wellesley Century (2-Day),2022
"27,044",81263-8,Wellesley to Bourne + Wellesley Century (2-Day),2022
"22,642",59246-6,Wellesley to Bourne + Wellesley Century (2-Day),2022
"40,400",48193-3,Wellesley to Bourne + Wellesley Century (2-Day),2022
"7,240",38993-8,Wellesley to Bourne + Wellesley Century (2-Day),2022
"9,550",26891-0,Wellesley to Bourne + Wellesley Century (2-Day),2022
"6,250",27934-9,Wellesley to Bourne + Wellesley Century (2-Day),2022
"7,632.4",53945-8,Wellesley to Bourne + Wellesley Century (2-Day),2022
"25,740",87389-7,Wellesley to Bourne + Wellesley Century (2-Day),2022
"6,000",03080-5,Wellesley to Bourne + Wellesley Century (2-Day),2022
"13,223.55",57596-2,Wellesley to Bourne + Wellesley Century (2-Day),2022
"26,656.49",76406-1,Wellesley to Bourne + Wellesley Century (2-Day),2022
"7,350.12",39651-0,Wellesley to Bourne + Wellesley Century (2-Day),2022
"6,034",01762-4,Wellesley to Bourne + Wellesley Century (2-Day),2022
"18,796.28",93245-3,Wellesley to Bourne + Wellesley Century (2-Day),2022
"8,710",82816-9,Wellesley to Bourne + Wellesley Century (2-Day),2022
0,82816-9,Wellesley to Bourne + Wellesley Century (2-Day),2022
"8,685",87609-8,Wellesley to Bourne + Wellesley Century (2-Day),2022
"10,500",48701-8,Wellesley to Bourne + Wellesley Century (2-Day),2022
"12,925",00306-5,Wellesley to Bourne + Wellesley Century (2-Day),2022
"9,025",74518-7,Wellesley to Bourne + Wellesley Century (2-Day),2022
"15,158",50805-2,Wellesley to Bourne + Wellesley Century (2-Day),2022
"24,419",25217-5,Wellesley to Bourne + Wellesley Century (2-Day),2022
"67,690",70362-4,Wellesley to Bourne + Wellesley Century (2-Day),2022
"6,057.6",33346-3,Wellesley to Bourne + Wellesley Century (2-Day),2022
"11,506.2",74457-3,Wellesley to Bourne + Wellesley Century (2-Day),2022
"6,750",29173-8,Wellesley to Bourne + Wellesley Century (2-Day),2022
"2,000",14375-A,Wellesley to Patriot Place (25 mile Sunday),2022
"5,575",13661-A,Wellesley to Patriot Place (25 mile Sunday),2022
"3,242.76",11832-A,Wellesley to Patriot Place (25 mile Sunday),2022
"4,299.28",13675-A,Wellesley to Patriot Place (25 mile Sunday),2022
"2,500",13766-A,Wellesley to Patriot Place (25 mile Sunday),2022
"2,250",13582-A,Wellesley to Patriot Place (25 mile Sunday),2022
"136,040.29",13734-A,Wellesley to Patriot Place (25 mile Sunday),2022
"2,000",13806-A,Wellesley to Patriot Place (25 mile Sunday),2022
"7,000",13860-A,Wellesley to Patriot Place (25 mile Sunday),2022
"4,885",11722-A,Wellesley to Patriot Place (25 mile Sunday),2022
"2,000",14374-A,Wellesley to Patriot Place (25 mile Sunday),2022
"2,125",13385-A,Wellesley to Patriot Place (25 mile Sunday),2022
"2,000",11588-A,Wellesley to Patriot Place (25 mile Sunday),2022
"2,000",11758-A,Wellesley to Patriot Place (25 mile Sunday),2022
"2,130",11850-A,Wellesley to Patriot Place (25 mile Sunday),2022
"3,685",14355-A,Wellesley to Patriot Place (25 mile Sunday),2022
"3,190",14371-A,Wellesley to Patriot Place (25 mile Sunday),2022
"2,000",14372-A,Wellesley to Patriot Place (25 mile Sunday),2022
"2,116.52",14377-A,Wellesley to Patriot Place (25 mile Sunday),2022
"2,081",23755-6,Wellesley to Patriot Place (25 mile Sunday),2022
"2,300",10920-A,Wellesley to Patriot Place (25 mile Sunday),2022
"2,865",10925-A,Wellesley to Patriot Place (25 mile Sunday),2022
"2,000",90401-2,Wellesley to Patriot Place (25 mile Sunday),2022
"2,195",10736-A,Wellesley to Patriot Place (25 mile Sunday),2022
"3,160",10790-A,Wellesley to Patriot Place (25 mile Sunday),2022
"9,540",31328-9,Wellesley to Patriot Place (25 mile Sunday),2022
"3,264",90560-0,Wellesley to Patriot Place (25 mile Sunday),2022
600,90560-0,Wellesley to Patriot Place (25 mile Sunday),2022
"2,000",13597-5,Wellesley to Patriot Place (25 mile Sunday),2022
"3,000",13717-A,Wellesley to Patriot Place (25 mile Sunday),2022
"2,195",11208-A,Wellesley to Patriot Place (25 mile Sunday),2022
